,Имя покупателя,Дата выдачи,сумма займа,процент годовых,название банка
406,Фокин Андрей,2021-9-6,8600,3.0,ВАШ БАНК
407,Петрова Александра,2022-9-9,3000,8.0,РосТоргПром банк
408,Соколов Семён,2018-8-22,19500,1.0,ВАШ БАНК
409,Смирнов Александр,2018-9-27,17100,1.0,ВАШ БАНК
410,Васильев Лев,2018-9-2,3000,8.0,Инвестбанк
411,Алексеев Роман,2020-12-8,3500,7.0,Инвестбанк
412,Любимова Полина,2018-6-1,49000,0.5,Стальстрой банк
413,Лосев Богдан,2018-1-21,3300,7.0,Инвестбанк
414,Жуков Арсений,2018-8-25,4600,6.0,Инвестбанк
415,Краснов Дмитрий,2022-7-4,3600,7.0,Инвестбанк
416,Чернов Артемий,2021-2-7,2100,8.0,РосТоргПром банк
417,Иванов Даниил,2020-12-28,37000,0.5,Стальстрой банк
418,Иванова Екатерина,2021-5-11,36000,0.5,Стальстрой банк
419,Лобанов Кирилл,2022-9-18,3700,7.0,Инвестбанк
420,Волошина Анна,2021-6-22,2500,8.0,РосТоргПром банк
421,Чистякова Ольга,2022-7-23,10000,2.0,ВАШ БАНК
422,Жданов Андрей,2019-11-6,10000,2.0,ВАШ БАНК
423,Чернышева Таисия,2022-9-5,28000,0.5,Стальстрой банк
424,Субботин Илья,2020-11-6,600,10.0,РосТоргПром банк
425,Иванова Анна,2021-10-14,4800,6.0,Инвестбанк
426,Сидоров Артём,2019-6-10,700,10.0,РосТоргПром банк
427,Савельева Мадина,2021-8-18,600,10.0,Инвестбанк
428,Гришин Артём,2018-7-20,9400,3.0,ВАШ БАНК
429,Пугачева Юлия,2018-1-21,3900,7.0,РосТоргПром банк
430,Волкова Милана,2018-8-17,17900,1.0,ВАШ БАНК
431,Иванов Тимофей,2018-6-11,1500,9.0,РосТоргПром банк
432,Новиков Егор,2019-12-21,14000,2.0,ВАШ БАНК
433,Куприянова Василиса,2022-11-14,13400,2.0,ВАШ БАНК
434,Алексеев Роман,2021-9-18,1900,9.0,РосТоргПром банк
435,Кулакова Вероника,2018-6-4,11800,2.0,ВАШ БАНК
436,Никитин Елисей,2019-12-20,500,10.0,Инвестбанк
437,Васильева Полина,2022-2-21,4900,6.0,Инвестбанк
438,Петрова Александра,2020-12-20,4000,7.0,РосТоргПром банк
439,Мешкова Мария,2022-3-7,41000,0.5,Стальстрой банк
440,Романова Евгения,2021-9-7,4000,7.0,Инвестбанк
441,Карасев Иван,2020-4-26,4300,6.0,Инвестбанк
442,Медведев Мирон,2020-1-20,1600,9.0,Инвестбанк
443,Матвеева София,2021-11-13,13200,2.0,ВАШ БАНК
444,Жданов Андрей,2019-1-24,2400,8.0,РосТоргПром банк
445,Фомина Валерия,2020-7-13,42000,0.5,Стальстрой банк
446,Медведева Виктория,2022-1-24,2200,8.0,РосТоргПром банк
447,Степанова Виктория,2020-4-14,3100,7.0,Инвестбанк
448,Кузнецова Марина,2020-2-13,18100,1.0,ВАШ БАНК
449,Жукова Екатерина,2020-4-8,19200,1.0,ВАШ БАНК
450,Трошина Лидия,2019-12-28,29000,0.5,Стальстрой банк
451,Сомов Ярослав,2020-7-19,44000,0.5,Стальстрой банк
452,Алексеев Роман,2022-3-17,26000,0.5,Стальстрой банк
453,Маркелова Софья,2020-2-22,1000,10.0,РосТоргПром банк
454,Демидова Эмма,2021-1-19,25000,0.5,Стальстрой банк
455,Романова Евгения,2019-2-22,17300,1.0,ВАШ БАНК
456,Соловьева София,2020-11-12,3100,7.0,РосТоргПром банк
457,Киселева Мария,2022-6-20,4300,6.0,Инвестбанк
458,Алексеева Мария,2022-6-28,32000,0.5,Стальстрой банк
459,Васильева Ксения,2018-1-9,1700,9.0,РосТоргПром банк
460,Мешкова Мария,2019-9-14,29000,0.5,Стальстрой банк
461,Зорина Василиса,2022-9-10,15900,1.0,ВАШ БАНК
462,Игнатьев Иван,2018-8-26,4200,6.0,РосТоргПром банк
463,Комарова Аиша,2021-12-23,900,10.0,РосТоргПром банк
464,Козловский Фёдор,2021-3-15,32000,0.5,Стальстрой банк
465,Морозов Семён,2018-12-20,4900,6.0,РосТоргПром банк
466,Сергеев Георгий,2020-8-9,500,10.0,РосТоргПром банк
467,Воронин Матвей,2020-7-12,1300,9.0,РосТоргПром банк
468,Родионов Мирослав,2019-2-18,1600,9.0,РосТоргПром банк
469,Морозова Полина,2020-3-24,14000,2.0,ВАШ БАНК
470,Васильева Полина,2018-9-4,4000,7.0,Инвестбанк
471,Куликова Виктория,2021-3-25,1700,9.0,Инвестбанк
472,Артемова София,2021-4-22,2300,8.0,РосТоргПром банк
473,Игнатьев Иван,2019-9-27,9800,3.0,ВАШ БАНК
474,Трошина Лидия,2018-9-21,1300,9.0,Инвестбанк
475,Головин Олег,2018-10-2,36000,0.5,Стальстрой банк
476,Смирнов Марк,2019-4-8,9900,3.0,ВАШ БАНК
477,Горелова Маргарита,2020-9-12,8000,3.0,ВАШ БАНК
478,Пономарев Всеволод,2019-8-9,36000,0.5,Стальстрой банк
479,Иванова Дарья,2018-10-7,41000,0.5,Стальстрой банк
480,Губанова Алина,2019-11-23,2800,8.0,РосТоргПром банк
481,Филатова Алиса,2021-8-4,9900,3.0,ВАШ БАНК
482,Любимова Полина,2019-9-24,35000,0.5,Стальстрой банк
483,Жукова Екатерина,2019-12-27,2900,8.0,РосТоргПром банк
484,Лобанов Кирилл,2019-2-8,49000,0.5,Стальстрой банк
485,Короткова Альбина,2022-11-26,3200,7.0,РосТоргПром банк
486,Антонова Василиса,2022-2-28,800,10.0,РосТоргПром банк
487,Чернышева Таисия,2021-6-7,18600,1.0,ВАШ БАНК
488,Белоусова Вероника,2022-4-1,3100,7.0,Инвестбанк
489,Гуляев Олег,2019-10-3,12400,2.0,ВАШ БАНК
490,Сорокина Кира,2020-5-17,4400,6.0,РосТоргПром банк
491,Малышев Артур,2018-10-20,4300,6.0,Инвестбанк
492,Козлова Дарина,2018-5-18,4600,6.0,Инвестбанк
493,Иванов Тимофей,2022-6-5,1200,9.0,РосТоргПром банк
494,Соколов Семён,2022-1-2,2800,8.0,Инвестбанк
495,Малахов Тимофей,2020-6-9,1500,9.0,РосТоргПром банк
496,Михайлов Михаил,2022-7-13,8500,3.0,ВАШ БАНК
497,Фадеев Егор,2021-1-11,900,10.0,РосТоргПром банк
498,Головин Олег,2019-4-10,28000,0.5,Стальстрой банк
499,Борисов Тимофей,2018-3-2,42000,0.5,Стальстрой банк
500,Сидорова Полина,2021-10-11,800,10.0,РосТоргПром банк
501,Туманов Владимир,2021-2-19,19500,1.0,ВАШ БАНК
502,Кулакова Вероника,2022-3-23,2900,8.0,РосТоргПром банк
503,Архипова Майя,2020-9-19,18300,1.0,ВАШ БАНК
504,Потапов Николай,2018-6-3,48000,0.5,Стальстрой банк
505,Соловьева Алиса,2022-6-23,2100,8.0,Инвестбанк
506,Сомов Ярослав,2018-2-15,4700,6.0,Инвестбанк
507,Акимов Артём,2018-8-9,4800,6.0,Инвестбанк
508,Александрова Арина,2022-2-25,1100,9.0,Инвестбанк
509,Лебедев Иван,2020-7-16,13600,2.0,ВАШ БАНК
510,Туманов Владимир,2020-10-18,18600,1.0,ВАШ БАНК
511,Белоусова Анна,2019-10-25,3800,7.0,РосТоргПром банк
512,Лебедев Иван,2019-8-11,1900,9.0,РосТоргПром банк
513,Гладкова Ксения,2021-10-25,2800,8.0,Инвестбанк
514,Пономарев Всеволод,2020-12-11,2000,9.0,Инвестбанк
515,Сидоров Ярослав,2020-9-13,3000,8.0,Инвестбанк
516,Румянцев Александр,2020-6-1,34000,0.5,Стальстрой банк
517,Андрианова Вероника,2021-1-22,38000,0.5,Стальстрой банк
518,Иванов Даниил,2019-5-1,3100,7.0,РосТоргПром банк
519,Гусева София,2021-3-10,47000,0.5,Стальстрой банк
520,Карасев Кирилл,2022-3-8,13100,2.0,ВАШ БАНК
521,Никитин Елисей,2019-10-24,19100,1.0,ВАШ БАНК
522,Сухарева Малика,2018-5-11,600,10.0,РосТоргПром банк
523,Губанов Алексей,2022-11-14,2100,8.0,Инвестбанк
524,Фомина Анастасия,2018-7-17,19800,1.0,ВАШ БАНК
525,Афанасьева Мария,2020-1-18,15000,2.0,ВАШ БАНК
526,Исаев Дмитрий,2022-1-28,31000,0.5,Стальстрой банк
527,Михайлов Виктор,2019-8-8,17000,1.0,ВАШ БАНК
528,Алексеева Мария,2021-1-3,45000,0.5,Стальстрой банк
529,Михайлов Виктор,2019-2-26,2500,8.0,Инвестбанк
530,Гришин Артём,2019-3-25,13800,2.0,ВАШ БАНК
531,Грачева Ксения,2018-5-26,3700,7.0,Инвестбанк
532,Волошина Анна,2022-4-13,4800,6.0,РосТоргПром банк
533,Гуляев Владимир,2021-1-11,37000,0.5,Стальстрой банк
534,Грачев Максим,2020-2-14,40000,0.5,Стальстрой банк
535,Савельева Мадина,2021-4-15,3900,7.0,РосТоргПром банк
536,Никитин Елисей,2022-8-1,2100,8.0,Инвестбанк
537,Голубева Вероника,2021-8-23,3800,7.0,РосТоргПром банк
538,Власов Илья,2022-3-16,3600,7.0,Инвестбанк
539,Смирнов Александр,2022-2-10,2500,8.0,Инвестбанк
540,Соколов Семён,2021-1-9,12000,2.0,ВАШ БАНК
541,Фокина Кристина,2022-10-20,12900,2.0,ВАШ БАНК
542,Еремина Сабина,2020-9-22,47000,0.5,Стальстрой банк
543,Михеева Екатерина,2020-3-4,15500,1.0,ВАШ БАНК
544,Ильинский Иван,2019-2-21,35000,0.5,Стальстрой банк
545,Максимова Ульяна,2020-1-20,3000,8.0,РосТоргПром банк
546,Смирнова Валерия,2018-4-2,700,10.0,РосТоргПром банк
547,Крючкова Алиса,2022-6-1,17100,1.0,ВАШ БАНК
548,Иванов Алексей,2022-8-23,19700,1.0,ВАШ БАНК
549,Чистякова Ольга,2022-4-19,19900,1.0,ВАШ БАНК
550,Рыжов Алексей,2018-4-24,4500,6.0,РосТоргПром банк
551,Савельева Мадина,2019-4-18,12000,2.0,ВАШ БАНК
552,Куприянова Василиса,2019-1-9,47000,0.5,Стальстрой банк
553,Белов Артём,2020-8-5,17300,1.0,ВАШ БАНК
554,Добрынин Демьян,2018-10-7,1300,9.0,Инвестбанк
555,Винокурова Софья,2018-9-11,29000,0.5,Стальстрой банк
556,Еремина Сабина,2020-8-27,2800,8.0,РосТоргПром банк
557,Грачева Ксения,2019-4-10,1000,10.0,Инвестбанк
558,Поляков Всеволод,2022-8-22,18300,1.0,ВАШ БАНК
559,Иванова Анна,2018-5-21,3900,7.0,РосТоргПром банк
560,Куликова Елизавета,2022-10-10,3900,7.0,Инвестбанк
561,Архипова Майя,2019-1-14,1100,9.0,Инвестбанк
562,Поляков Тимофей,2019-3-28,2900,8.0,Инвестбанк
563,Смирнов Марк,2021-8-25,3900,7.0,РосТоргПром банк
564,Кулакова Вероника,2021-12-3,2800,8.0,Инвестбанк
565,Краснов Дмитрий,2021-10-10,2100,8.0,Инвестбанк
566,Зубкова Арина,2022-10-11,28000,0.5,Стальстрой банк
567,Савицкая Василиса,2018-5-5,4800,6.0,РосТоргПром банк
568,Волков Владислав,2021-2-8,4900,6.0,Инвестбанк
569,Авдеева Василиса,2022-1-23,16400,1.0,ВАШ БАНК
570,Сухарева Малика,2022-7-26,45000,0.5,Стальстрой банк
571,Краснов Михаил,2018-5-12,3100,7.0,Инвестбанк
572,Иванова Анастасия,2021-12-26,700,10.0,Инвестбанк
573,Лобанов Кирилл,2022-6-11,42000,0.5,Стальстрой банк
574,Родионов Лев,2018-12-20,3400,7.0,РосТоргПром банк
575,Александрова Арина,2021-7-28,38000,0.5,Стальстрой банк
576,Зайцев Тимофей,2018-9-1,12900,2.0,ВАШ БАНК
577,Тарасов Тимофей,2022-6-23,3200,7.0,Инвестбанк
578,Семенова Мария,2020-10-13,31000,0.5,Стальстрой банк
579,Пирогова София,2022-11-25,17800,1.0,ВАШ БАНК
